#l b boxsize ext_law ejk ak error_ejk
4.7980 1.4320 2 2 0.8405 0.4435 0.1179
4.7980 1.3820 2 2 0.8830 0.4665 0.1270
4.7980 1.3320 2 2 0.9007 0.4755 0.1248
4.7980 1.2810 2 2 0.8962 0.4733 0.1265
4.7980 1.2310 2 2 0.9575 0.5052 0.1282
4.7980 1.1810 2 2 1.0388 0.5485 0.1316
4.7980 1.1310 2 2 1.1058 0.5837 0.1565
4.7980 1.0800 2 2 1.1800 0.6230 0.1604
4.7980 1.0300 2 2 1.1803 0.6232 0.1742
4.7980 0.9800 2 2 1.2897 0.6810 0.1793
4.7980 0.9300 2 2 1.3605 0.7182 0.1553
4.7980 0.8790 2 2 1.4045 0.7415 0.1609
4.7980 0.8290 2 2 1.3792 0.7280 0.1415
4.7980 0.7790 2 2 1.4787 0.7810 0.1601
4.7980 0.7290 2 2 1.5980 0.8440 0.2173
4.7980 0.6780 2 2 1.7732 0.9363 0.1741
4.7980 0.6280 2 2 1.7815 0.9405 0.2145
4.7980 0.5780 2 2 1.8283 0.9655 0.2254
4.7980 0.5280 2 2 1.8600 0.9820 0.2634
4.7980 0.4770 2 2 2.0248 1.0690 0.2763
4.7980 0.4270 2 2 2.0390 1.0768 0.2622
4.7980 0.3770 2 2 2.1010 1.1095 0.3201
4.7980 0.3270 2 2 2.5750 1.3595 0.3701
4.7980 0.2760 2 2 3.3540 1.7710 0.5192
4.7980 0.2260 2 2 4.3738 2.3095 0.0800
4.7980 0.1760 2 2 4.3600 2.3017 0.0800
4.7980 0.1260 2 2 3.3610 1.7748 0.0851
4.7980 0.0750 2 2 4.0300 2.1280 0.0818
4.7980 0.0250 2 2 3.3958 1.7930 0.3504
4.7980 -0.0250 2 2 3.0580 1.6145 0.3203
4.7980 -0.0750 2 2 3.0433 1.6070 0.3753
4.7980 -0.1260 2 2 3.3940 1.7920 1.0710
4.7980 -0.1760 2 2 3.3860 1.7877 1.0526
4.7980 -0.2260 2 2 2.9112 1.5372 0.7051
4.7980 -0.2760 2 2 2.4455 1.2913 0.7779
4.7980 -0.3270 2 2 2.3025 1.2155 0.4052
4.7980 -0.3770 2 2 2.1550 1.1380 0.4433
4.7980 -0.4270 2 2 2.1035 1.1105 0.3307
4.7980 -0.4770 2 2 1.8062 0.9535 0.2951
4.7980 -0.5280 2 2 1.6725 0.8830 0.3243
4.7980 -0.5780 2 2 1.6530 0.8730 0.2692
4.7980 -0.6280 2 2 1.6373 0.8642 0.2855
4.7980 -0.6780 2 2 1.7690 0.9342 0.3394
4.7980 -0.7290 2 2 1.8767 0.9910 0.3866
4.7980 -0.7790 2 2 1.2792 0.6755 0.2208
4.7980 -0.8290 2 2 1.2435 0.6567 0.2737
4.7980 -0.8790 2 2 1.6787 0.8862 0.4519
4.7980 -0.9300 2 2 1.7630 0.9305 0.4930
4.7980 -0.9800 2 2 1.7838 0.9420 0.4748
4.7980 -1.0300 2 2 1.7750 0.9370 0.3716
4.7980 -1.0800 2 2 1.6162 0.8535 0.2807
4.7980 -1.1310 2 2 1.4380 0.7590 0.2979
4.7980 -1.1810 2 2 1.2845 0.6783 0.2220
4.7980 -1.2310 2 2 1.1930 0.6300 0.2365
4.7980 -1.2810 2 2 1.1910 0.6287 0.2045
4.7980 -1.3320 2 2 1.2730 0.6720 0.2464
4.7980 -1.3820 2 2 1.9493 1.0292 0.4800
4.7980 -1.4320 2 2 1.8760 0.9905 0.4931
4.7980 -1.4820 2 2 1.4693 0.7755 0.2845
4.7980 -1.5330 2 2 1.1683 0.6168 0.2280
4.7980 -1.5830 2 2 0.9660 0.5100 0.1755
4.7980 -1.6330 2 2 0.9808 0.5180 0.1811
4.7980 -1.6830 2 2 1.0915 0.5763 0.2217
4.7980 -1.7340 2 2 1.1125 0.5875 0.2602
4.7980 -1.7840 2 2 1.1918 0.6292 0.3102
4.7980 -1.8340 2 2 1.2115 0.6395 0.2050
4.7980 -1.8840 2 2 1.1732 0.6195 0.1836
4.7980 -1.9350 2 2 1.0588 0.5593 0.1744
4.7980 -1.9850 2 2 0.9982 0.5272 0.1583
4.7980 -2.0350 2 2 0.9155 0.4835 0.1553
4.7980 -2.0850 2 2 0.8585 0.4535 0.1543
4.7980 -2.1360 2 2 0.7472 0.3945 0.1346
4.7980 -2.1860 2 2 0.6660 0.3517 0.1315
4.7980 -2.2360 2 2 0.5822 0.3072 0.1174
4.7980 -2.2860 2 2 0.5707 0.3015 0.1092
4.7980 -2.3370 2 2 0.5200 0.2748 0.1207
4.7980 -2.3870 2 2 0.5305 0.2805 0.1157
4.7980 -2.4370 2 2 0.5715 0.3015 0.1082
4.7980 -2.4870 2 2 0.6348 0.3352 0.1188
4.7980 -2.5380 2 2 0.5993 0.3165 0.1188
4.7980 -2.5880 2 2 0.5552 0.2932 0.1188
4.7980 -2.6380 2 2 0.6085 0.3215 0.1342
4.7980 -2.6880 2 2 0.5115 0.2700 0.1157
4.7980 -2.7390 2 2 0.4992 0.2638 0.1211
4.7980 -2.7890 2 2 0.4978 0.2630 0.1177
4.7980 -2.8390 2 2 0.4315 0.2278 0.1141
4.7980 -2.8890 2 2 0.3932 0.2077 0.1117
4.7980 -2.9400 2 2 0.4590 0.2422 0.1413
4.7980 -2.9900 2 2 0.5900 0.3115 0.1311
4.7980 -3.0400 2 2 0.5132 0.2712 0.1484
4.7980 -3.0900 2 2 0.3670 0.1935 0.1122
4.7980 -3.1410 2 2 0.3367 0.1778 0.1067
4.7980 -3.1910 2 2 0.3277 0.1733 0.0998
4.7980 -3.2410 2 2 0.3310 0.1745 0.1028
4.7980 -3.2910 2 2 0.3430 0.1812 0.1031
4.7980 -3.3420 2 2 0.3315 0.1750 0.1008
4.7980 -3.3920 2 2 0.3212 0.1695 0.1037
4.7980 -3.4420 2 2 0.3382 0.1785 0.1140
4.7980 -3.4920 2 2 0.3523 0.1860 0.1123
4.7980 -3.5430 2 2 0.3357 0.1775 0.1092
4.7980 -3.5930 2 2 0.3375 0.1780 0.1041
4.7980 -3.6430 2 2 0.2853 0.1505 0.1053
4.7980 -3.6930 2 2 0.2818 0.1490 0.1039
4.7980 -3.7440 2 2 0.2712 0.1430 0.1000
4.7980 -3.7940 2 2 0.2810 0.1482 0.1015
4.7980 -3.8440 2 2 0.2833 0.1495 0.1019
4.7980 -3.8940 2 2 0.2820 0.1490 0.1059
4.7980 -3.9450 2 2 0.2712 0.1433 0.1036
4.7980 -3.9950 2 2 0.2640 0.1395 0.1020
4.7980 -4.0450 2 2 0.2755 0.1457 0.1007
4.7980 -4.0950 2 2 0.2800 0.1480 0.1003
4.7980 -4.1460 2 2 0.2522 0.1333 0.1089
4.7980 -4.1960 2 2 0.2492 0.1315 0.1100
4.7980 -4.2460 2 2 0.2460 0.1300 0.1111
4.7980 -4.2960 2 2 0.2225 0.1175 0.1022
4.7980 -4.3470 2 2 0.2200 0.1160 0.1013
4.7980 -4.3970 2 2 0.2100 0.1110 0.0980
4.7980 -4.4470 2 2 0.2172 0.1147 0.1005
4.7980 -4.4970 2 2 0.2172 0.1147 0.1008
4.7980 -4.5480 2 2 0.1960 0.1035 0.1018
4.7980 -4.5980 2 2 0.1967 0.1038 0.1001
4.7980 -4.6480 2 2 0.1975 0.1042 0.0991
4.7980 -4.6980 2 2 0.2100 0.1110 0.0985
4.7980 -4.7490 2 2 0.2140 0.1130 0.0928
4.7980 -4.7990 2 2 0.2065 0.1090 0.0977
4.7980 -4.8490 2 2 0.2030 0.1070 0.1000
4.7980 -4.8990 2 2 0.1880 0.0990 0.1006
4.7980 -4.9500 2 2 0.1800 0.0950 0.0986
4.7980 -5.0000 2 2 0.1720 0.0910 0.0965
4.6970 5.0000 2 2 0.3710 0.1957 0.1035
4.6970 4.9500 2 2 0.3943 0.2080 0.1021
4.6970 4.8990 2 2 0.4207 0.2220 0.1089
4.6970 4.8490 2 2 0.4440 0.2345 0.1010
4.6970 4.7990 2 2 0.4390 0.2320 0.1020
4.6970 4.7490 2 2 0.4237 0.2235 0.1065
4.6970 4.6980 2 2 0.4233 0.2235 0.0989
4.6970 4.6480 2 2 0.3725 0.1965 0.1044
4.6970 4.5980 2 2 0.3938 0.2080 0.1027
4.6970 4.5480 2 2 0.4280 0.2260 0.1074
4.6970 4.4970 2 2 0.4290 0.2265 0.1063
4.6970 4.4470 2 2 0.4455 0.2350 0.0968
4.6970 4.3970 2 2 0.4377 0.2312 0.0983
4.6970 4.3470 2 2 0.5002 0.2640 0.0977
4.6970 4.2960 2 2 0.4938 0.2605 0.0983
4.6970 4.2460 2 2 0.4835 0.2552 0.1080
4.6970 4.1960 2 2 0.4710 0.2485 0.0952
4.6970 4.1460 2 2 0.4375 0.2313 0.0972
4.6970 4.0950 2 2 0.4600 0.2427 0.1008
4.6970 4.0450 2 2 0.4722 0.2492 0.1103
4.6970 3.9950 2 2 0.4802 0.2535 0.1117
4.6970 3.9450 2 2 0.4528 0.2390 0.1050
4.6970 3.8940 2 2 0.4472 0.2360 0.1036
4.6970 3.8440 2 2 0.4385 0.2315 0.1034
4.6970 3.7940 2 2 0.4753 0.2510 0.0972
4.6970 3.7440 2 2 0.4845 0.2555 0.0973
4.6970 3.6930 2 2 0.4882 0.2580 0.0979
4.6970 3.6430 2 2 0.4842 0.2558 0.1004
4.6970 3.5930 2 2 0.4815 0.2540 0.1099
4.6970 3.5430 2 2 0.5168 0.2730 0.1005
4.6970 3.4920 2 2 0.5680 0.3000 0.1006
4.6970 3.4420 2 2 0.5308 0.2800 0.0998
4.6970 3.3920 2 2 0.5272 0.2782 0.1049
4.6970 3.3420 2 2 0.4998 0.2640 0.1001
4.6970 3.2910 2 2 0.4815 0.2542 0.1022
4.6970 3.2410 2 2 0.4680 0.2470 0.0942
4.6970 3.1910 2 2 0.4378 0.2312 0.1056
4.6970 3.1410 2 2 0.4145 0.2190 0.0983
4.6970 3.0900 2 2 0.4055 0.2140 0.0965
4.6970 3.0400 2 2 0.4085 0.2157 0.0972
4.6970 2.9900 2 2 0.3690 0.1947 0.0970
4.6970 2.9400 2 2 0.3527 0.1860 0.0985
4.6970 2.8890 2 2 0.3852 0.2032 0.1024
4.6970 2.8390 2 2 0.3998 0.2112 0.1045
4.6970 2.7890 2 2 0.4365 0.2305 0.1012
4.6970 2.7390 2 2 0.4723 0.2495 0.1001
4.6970 2.6880 2 2 0.4810 0.2540 0.1095
4.6970 2.6380 2 2 0.4835 0.2550 0.1012
4.6970 2.5880 2 2 0.4732 0.2497 0.1001
4.6970 2.5380 2 2 0.4865 0.2568 0.1040
4.6970 2.4870 2 2 0.5232 0.2762 0.1029
4.6970 2.4370 2 2 0.5388 0.2843 0.1079
4.6970 2.3870 2 2 0.5212 0.2750 0.1116
4.6970 2.3370 2 2 0.5095 0.2690 0.1040
4.6970 2.2860 2 2 0.5385 0.2843 0.1109
4.6970 2.2360 2 2 0.5630 0.2975 0.1125
4.6970 2.1860 2 2 0.5820 0.3070 0.1100
4.6970 2.1360 2 2 0.5778 0.3052 0.1057
4.6970 2.0850 2 2 0.5710 0.3015 0.1030
4.6970 2.0350 2 2 0.5637 0.2975 0.1077
4.6970 1.9850 2 2 0.5653 0.2985 0.1099
4.6970 1.9350 2 2 0.6270 0.3310 0.1105
4.6970 1.8840 2 2 0.6550 0.3460 0.1120
4.6970 1.8340 2 2 0.6665 0.3520 0.1123
4.6970 1.7840 2 2 0.6877 0.3632 0.1165
4.6970 1.7340 2 2 0.6990 0.3690 0.1026
4.6970 1.6830 2 2 0.7305 0.3855 0.1237
4.6970 1.6330 2 2 0.7588 0.4005 0.1278
4.6970 1.5830 2 2 0.7740 0.4088 0.1223
4.6970 1.5330 2 2 0.7677 0.4052 0.1184
4.6970 1.4820 2 2 0.8385 0.4427 0.1219
4.6970 1.4320 2 2 0.9287 0.4905 0.1275
4.6970 1.3820 2 2 0.9725 0.5135 0.1328
4.6970 1.3320 2 2 0.9768 0.5158 0.1344
4.6970 1.2810 2 2 0.9915 0.5232 0.1311
4.6970 1.2310 2 2 1.0280 0.5430 0.1382
4.6970 1.1810 2 2 1.1062 0.5845 0.1388
4.6970 1.1310 2 2 1.1995 0.6335 0.1662
4.6970 1.0800 2 2 1.2225 0.6455 0.1594
4.6970 1.0300 2 2 1.3518 0.7137 0.1781
4.6970 0.9800 2 2 1.3175 0.6955 0.1554
4.6970 0.9300 2 2 1.3615 0.7192 0.1395
4.6970 0.8790 2 2 1.3375 0.7060 0.1494
4.6970 0.8290 2 2 1.2970 0.6850 0.1546
4.6970 0.7790 2 2 1.4927 0.7882 0.2023
4.6970 0.7290 2 2 1.7440 0.9210 0.2108
4.6970 0.6780 2 2 1.6470 0.8698 0.2484
4.6970 0.6280 2 2 1.6840 0.8890 0.2080
4.6970 0.5780 2 2 1.7153 0.9055 0.2229
4.6970 0.5280 2 2 1.9850 1.0480 0.3415
4.6970 0.4770 2 2 2.1228 1.1205 0.2940
4.6970 0.4270 2 2 2.1215 1.1202 0.2912
4.6970 0.3770 2 2 2.2350 1.1800 0.2553
4.6970 0.3270 2 2 2.5800 1.3622 0.3984
4.6970 0.2760 2 2 3.0700 1.6210 0.3678
4.6970 0.2260 2 2 3.4445 1.8185 0.5562
4.6970 0.1760 2 2 3.5972 1.8992 0.5607
4.6970 0.1260 2 2 3.2995 1.7420 0.5776
4.6970 0.0750 2 2 3.1630 1.6700 0.5994
4.6970 0.0250 2 2 3.3715 1.7802 0.4326
4.6970 -0.0250 2 2 3.0713 1.6215 0.4277
4.6970 -0.0750 2 2 3.0377 1.6040 0.3625
4.6970 -0.1260 2 2 3.2610 1.7220 0.4511
4.6970 -0.1760 2 2 3.5333 1.8655 0.6315
4.6970 -0.2260 2 2 3.1537 1.6653 0.6320
4.6970 -0.2760 2 2 2.7808 1.4680 0.4446
4.6970 -0.3270 2 2 2.4520 1.2945 0.5099
4.6970 -0.3770 2 2 2.4430 1.2900 0.4610
4.6970 -0.4270 2 2 2.4040 1.2692 0.7268
4.6970 -0.4770 2 2 2.2363 1.1805 0.5837
4.6970 -0.5280 2 2 1.6667 0.8800 0.3221
4.6970 -0.5780 2 2 1.9750 1.0430 0.3425
4.6970 -0.6280 2 2 1.8433 0.9732 0.3325
4.6970 -0.6780 2 2 1.7425 0.9197 0.3002
4.6970 -0.7290 2 2 1.7395 0.9185 0.3678
4.6970 -0.7790 2 2 1.3758 0.7265 0.1710
4.6970 -0.8290 2 2 1.5578 0.8225 0.4779
4.6970 -0.8790 2 2 1.3902 0.7340 0.3309
4.6970 -0.9300 2 2 1.4352 0.7578 0.2380
4.6970 -0.9800 2 2 1.6720 0.8827 0.2347
4.6970 -1.0300 2 2 1.7400 0.9185 0.2974
4.6970 -1.0800 2 2 1.5473 0.8170 0.2392
4.6970 -1.1310 2 2 1.2780 0.6750 0.1834
4.6970 -1.1810 2 2 1.3590 0.7172 0.1855
4.6970 -1.2310 2 2 1.3305 0.7025 0.2046
4.6970 -1.2810 2 2 1.4103 0.7447 0.2134
4.6970 -1.3320 2 2 1.5000 0.7920 0.1952
4.6970 -1.3820 2 2 1.6132 0.8518 0.2731
4.6970 -1.4320 2 2 1.5795 0.8340 0.2830
4.6970 -1.4820 2 2 1.6158 0.8530 0.2825
4.6970 -1.5330 2 2 1.2160 0.6418 0.2446
4.6970 -1.5830 2 2 1.0548 0.5567 0.1695
4.6970 -1.6330 2 2 0.9972 0.5265 0.1891
4.6970 -1.6830 2 2 1.0190 0.5380 0.2040
4.6970 -1.7340 2 2 1.1370 0.6005 0.2090
4.6970 -1.7840 2 2 1.1330 0.5980 0.1741
4.6970 -1.8340 2 2 1.1420 0.6030 0.1450
4.6970 -1.8840 2 2 1.2143 0.6410 0.1753
4.6970 -1.9350 2 2 1.1620 0.6135 0.2034
4.6970 -1.9850 2 2 1.1723 0.6192 0.1939
4.6970 -2.0350 2 2 1.1175 0.5900 0.1778
4.6970 -2.0850 2 2 1.1292 0.5963 0.1928
4.6970 -2.1360 2 2 1.0212 0.5390 0.3188
4.6970 -2.1860 2 2 0.6815 0.3598 0.1398
4.6970 -2.2360 2 2 0.5915 0.3125 0.1166
4.6970 -2.2860 2 2 0.5742 0.3033 0.1169
4.6970 -2.3370 2 2 0.5647 0.2983 0.1034
4.6970 -2.3870 2 2 0.5725 0.3025 0.1054
4.6970 -2.4370 2 2 0.6060 0.3200 0.1118
4.6970 -2.4870 2 2 0.7475 0.3945 0.1299
4.6970 -2.5380 2 2 0.6947 0.3670 0.1292
4.6970 -2.5880 2 2 0.6052 0.3195 0.1222
4.6970 -2.6380 2 2 0.5695 0.3005 0.1197
4.6970 -2.6880 2 2 0.4613 0.2437 0.1170
4.6970 -2.7390 2 2 0.4695 0.2477 0.1159
4.6970 -2.7890 2 2 0.5473 0.2890 0.1266
4.6970 -2.8390 2 2 0.4502 0.2377 0.1150
4.6970 -2.8890 2 2 0.4403 0.2323 0.1100
4.6970 -2.9400 2 2 0.4070 0.2150 0.1073
4.6970 -2.9900 2 2 0.4075 0.2152 0.1091
4.6970 -3.0400 2 2 0.3725 0.1967 0.1108
4.6970 -3.0900 2 2 0.3395 0.1792 0.1022
4.6970 -3.1410 2 2 0.3322 0.1755 0.1017
4.6970 -3.1910 2 2 0.3425 0.1805 0.1002
4.6970 -3.2410 2 2 0.3315 0.1750 0.1015
4.6970 -3.2910 2 2 0.3320 0.1752 0.1068
4.6970 -3.3420 2 2 0.3518 0.1857 0.1036
4.6970 -3.3920 2 2 0.3530 0.1862 0.1077
4.6970 -3.4420 2 2 0.3540 0.1870 0.1022
4.6970 -3.4920 2 2 0.3868 0.2042 0.1029
4.6970 -3.5430 2 2 0.3770 0.1992 0.1003
4.6970 -3.5930 2 2 0.3743 0.1977 0.0969
4.6970 -3.6430 2 2 0.3527 0.1862 0.1045
4.6970 -3.6930 2 2 0.3420 0.1805 0.1055
4.6970 -3.7440 2 2 0.2967 0.1568 0.1102
4.6970 -3.7940 2 2 0.2815 0.1487 0.1057
4.6970 -3.8440 2 2 0.2785 0.1470 0.1048
4.6970 -3.8940 2 2 0.2942 0.1555 0.1082
4.6970 -3.9450 2 2 0.2860 0.1510 0.1054
4.6970 -3.9950 2 2 0.2805 0.1480 0.1036
4.6970 -4.0450 2 2 0.2592 0.1368 0.0990
4.6970 -4.0950 2 2 0.2512 0.1328 0.0974
4.6970 -4.1460 2 2 0.2475 0.1305 0.0991
4.6970 -4.1960 2 2 0.2287 0.1207 0.1002
4.6970 -4.2460 2 2 0.2082 0.1098 0.1014
4.6970 -4.2960 2 2 0.1995 0.1052 0.0987
4.6970 -4.3470 2 2 0.2017 0.1065 0.0996
4.6970 -4.3970 2 2 0.2065 0.1090 0.1021
4.6970 -4.4470 2 2 0.1962 0.1040 0.1032
4.6970 -4.4970 2 2 0.1938 0.1023 0.1035
4.6970 -4.5480 2 2 0.2010 0.1060 0.0987
4.6970 -4.5980 2 2 0.1925 0.1017 0.1003
4.6970 -4.6480 2 2 0.1873 0.0988 0.1016
4.6970 -4.6980 2 2 0.2002 0.1055 0.0982
4.6970 -4.7490 2 2 0.1990 0.1050 0.1024
4.6970 -4.7990 2 2 0.1815 0.0960 0.0995
4.6970 -4.8490 2 2 0.1740 0.0920 0.0982
4.6970 -4.8990 2 2 0.1720 0.0910 0.0994
4.6970 -4.9500 2 2 0.1740 0.0920 0.0972
4.6970 -5.0000 2 2 0.1760 0.0930 0.0949
4.5960 5.0000 2 2 0.4173 0.2203 0.0984
4.5960 4.9500 2 2 0.4348 0.2295 0.0978
4.5960 4.8990 2 2 0.4160 0.2195 0.1013
4.5960 4.8490 2 2 0.4188 0.2213 0.0904
4.5960 4.7990 2 2 0.4395 0.2320 0.1020
4.5960 4.7490 2 2 0.4395 0.2320 0.1034
4.5960 4.6980 2 2 0.4342 0.2293 0.1021
4.5960 4.6480 2 2 0.3997 0.2112 0.0999
4.5960 4.5980 2 2 0.3928 0.2075 0.1025
4.5960 4.5480 2 2 0.4065 0.2145 0.0976
4.5960 4.4970 2 2 0.4675 0.2470 0.1028
4.5960 4.4470 2 2 0.4587 0.2422 0.1006
4.5960 4.3970 2 2 0.5320 0.2807 0.1105
4.5960 4.3470 2 2 0.5960 0.3148 0.1007
4.5960 4.2960 2 2 0.5890 0.3110 0.1023
4.5960 4.2460 2 2 0.6135 0.3240 0.1098
4.5960 4.1960 2 2 0.5380 0.2843 0.1222
4.5960 4.1460 2 2 0.5853 0.3090 0.1203
4.5960 4.0950 2 2 0.5540 0.2923 0.1158
4.5960 4.0450 2 2 0.5675 0.2997 0.1180
4.5960 3.9950 2 2 0.5380 0.2843 0.1117
4.5960 3.9450 2 2 0.4992 0.2635 0.1012
4.5960 3.8940 2 2 0.4958 0.2618 0.1079
4.5960 3.8440 2 2 0.5010 0.2650 0.1032
4.5960 3.7940 2 2 0.4855 0.2562 0.1122
4.5960 3.7440 2 2 0.4467 0.2360 0.1067
4.5960 3.6930 2 2 0.4605 0.2430 0.1011
4.5960 3.6430 2 2 0.5065 0.2672 0.1069
4.5960 3.5930 2 2 0.4935 0.2605 0.1078
4.5960 3.5430 2 2 0.4987 0.2632 0.0978
4.5960 3.4920 2 2 0.5172 0.2730 0.1007
4.5960 3.4420 2 2 0.5393 0.2847 0.0956
4.5960 3.3920 2 2 0.5015 0.2648 0.1016
4.5960 3.3420 2 2 0.4625 0.2442 0.0990
4.5960 3.2910 2 2 0.4500 0.2375 0.1005
4.5960 3.2410 2 2 0.4620 0.2440 0.1091
4.5960 3.1910 2 2 0.4652 0.2455 0.1036
4.5960 3.1410 2 2 0.4708 0.2487 0.1066
4.5960 3.0900 2 2 0.4577 0.2417 0.1206
4.5960 3.0400 2 2 0.4780 0.2522 0.1130
4.5960 2.9900 2 2 0.4713 0.2487 0.1137
4.5960 2.9400 2 2 0.4612 0.2435 0.1074
4.5960 2.8890 2 2 0.4740 0.2500 0.1036
4.5960 2.8390 2 2 0.4640 0.2450 0.1008
4.5960 2.7890 2 2 0.4560 0.2410 0.0982
4.5960 2.7390 2 2 0.4745 0.2505 0.1007
4.5960 2.6880 2 2 0.4980 0.2630 0.1059
4.5960 2.6380 2 2 0.4830 0.2550 0.1040
4.5960 2.5880 2 2 0.4830 0.2550 0.1006
4.5960 2.5380 2 2 0.5105 0.2697 0.1003
4.5960 2.4870 2 2 0.5792 0.3060 0.1024
4.5960 2.4370 2 2 0.5832 0.3080 0.1084
4.5960 2.3870 2 2 0.6500 0.3430 0.1189
4.5960 2.3370 2 2 0.5915 0.3122 0.1081
4.5960 2.2860 2 2 0.6365 0.3357 0.1123
4.5960 2.2360 2 2 0.6745 0.3565 0.1108
4.5960 2.1860 2 2 0.6635 0.3502 0.1134
4.5960 2.1360 2 2 0.7410 0.3910 0.1124
4.5960 2.0850 2 2 0.6775 0.3580 0.1220
4.5960 2.0350 2 2 0.6370 0.3365 0.1229
4.5960 1.9850 2 2 0.5988 0.3162 0.1227
4.5960 1.9350 2 2 0.5870 0.3100 0.1138
4.5960 1.8840 2 2 0.6158 0.3253 0.1165
4.5960 1.8340 2 2 0.6558 0.3460 0.1204
4.5960 1.7840 2 2 0.6480 0.3420 0.1106
4.5960 1.7340 2 2 0.6728 0.3555 0.1112
4.5960 1.6830 2 2 0.7120 0.3760 0.1160
4.5960 1.6330 2 2 0.7408 0.3910 0.1146
4.5960 1.5830 2 2 0.7745 0.4090 0.1118
4.5960 1.5330 2 2 0.8980 0.4742 0.1233
4.5960 1.4820 2 2 0.9312 0.4918 0.1219
4.5960 1.4320 2 2 0.9450 0.4992 0.1261
4.5960 1.3820 2 2 0.9770 0.5160 0.1265
4.5960 1.3320 2 2 1.0190 0.5380 0.1327
4.5960 1.2810 2 2 1.0400 0.5490 0.1409
4.5960 1.2310 2 2 0.9755 0.5150 0.1366
4.5960 1.1810 2 2 1.0235 0.5405 0.1380
4.5960 1.1310 2 2 1.1752 0.6205 0.1791
4.5960 1.0800 2 2 1.3590 0.7175 0.1933
4.5960 1.0300 2 2 1.2885 0.6805 0.1457
4.5960 0.9800 2 2 1.3857 0.7315 0.1835
4.5960 0.9300 2 2 1.4200 0.7500 0.1612
4.5960 0.8790 2 2 1.4257 0.7528 0.1758
4.5960 0.8290 2 2 1.4595 0.7708 0.1647
4.5960 0.7790 2 2 1.6318 0.8615 0.1978
4.5960 0.7290 2 2 1.5660 0.8267 0.1750
4.5960 0.6780 2 2 1.5198 0.8025 0.1857
4.5960 0.6280 2 2 1.5032 0.7938 0.1928
4.5960 0.5780 2 2 1.5135 0.7990 0.2335
4.5960 0.5280 2 2 1.8107 0.9560 0.2432
4.5960 0.4770 2 2 1.8643 0.9843 0.2918
4.5960 0.4270 2 2 2.1155 1.1168 0.4322
4.5960 0.3770 2 2 2.4016 1.2680 0.5290
4.5960 0.3270 2 2 2.4738 1.3062 0.3264
4.5960 0.2760 2 2 2.8110 1.4843 0.3906
4.5960 0.2260 2 2 3.0517 1.6112 0.6914
4.5960 0.1760 2 2 3.9693 2.0957 0.2357
4.5960 0.1260 2 2 3.0008 1.5843 0.7250
4.5960 0.0750 2 2 3.2193 1.7000 0.4230
4.5960 0.0250 2 2 2.6497 1.3992 0.4215
4.5960 -0.0250 2 2 2.4742 1.3063 0.4241
4.5960 -0.0750 2 2 2.9968 1.5825 0.5258
4.5960 -0.1260 2 2 2.7603 1.4573 0.4817
4.5960 -0.1760 2 2 2.8613 1.5108 0.5041
4.5960 -0.2260 2 2 2.9940 1.5810 0.4996
4.5960 -0.2760 2 2 2.8235 1.4908 0.4444
4.5960 -0.3270 2 2 2.8272 1.4927 0.5995
4.5960 -0.3770 2 2 3.7867 1.9993 0.1897
4.5960 -0.4270 2 2 2.6688 1.4092 0.5063
4.5960 -0.4770 2 2 2.3862 1.2598 0.5438
4.5960 -0.5280 2 2 1.6915 0.8933 0.3087
4.5960 -0.5780 2 2 1.7323 0.9147 0.3044
4.5960 -0.6280 2 2 1.7043 0.8998 0.3165
4.5960 -0.6780 2 2 1.6015 0.8455 0.3452
4.5960 -0.7290 2 2 1.6325 0.8622 0.3395
4.5960 -0.7790 2 2 1.7090 0.9023 0.3118
4.5960 -0.8290 2 2 1.6330 0.8622 0.2820
4.5960 -0.8790 2 2 1.5063 0.7952 0.2552
4.5960 -0.9300 2 2 1.5130 0.7988 0.2506
4.5960 -0.9800 2 2 1.6042 0.8472 0.2825
4.5960 -1.0300 2 2 1.5733 0.8307 0.2982
4.5960 -1.0800 2 2 1.5112 0.7978 0.2565
4.5960 -1.1310 2 2 1.3993 0.7387 0.2341
4.5960 -1.1810 2 2 1.3170 0.6955 0.1734
4.5960 -1.2310 2 2 1.2967 0.6845 0.1860
4.5960 -1.2810 2 2 1.2887 0.6802 0.1808
4.5960 -1.3320 2 2 1.2503 0.6600 0.1765
4.5960 -1.3820 2 2 1.3995 0.7390 0.2632
4.5960 -1.4320 2 2 1.3807 0.7290 0.1965
4.5960 -1.4820 2 2 1.2145 0.6412 0.1497
4.5960 -1.5330 2 2 1.1042 0.5830 0.1780
4.5960 -1.5830 2 2 0.9360 0.4940 0.1586
4.5960 -1.6330 2 2 0.9565 0.5050 0.1385
4.5960 -1.6830 2 2 1.0390 0.5487 0.1703
4.5960 -1.7340 2 2 1.0770 0.5687 0.1696
4.5960 -1.7840 2 2 1.0640 0.5620 0.1595
4.5960 -1.8340 2 2 1.3695 0.7230 0.2057
4.5960 -1.8840 2 2 1.7948 0.9477 0.2557
4.5960 -1.9350 2 2 1.6522 0.8725 0.3855
4.5960 -1.9850 2 2 1.3465 0.7107 0.2404
4.5960 -2.0350 2 2 1.1700 0.6178 0.1691
4.5960 -2.0850 2 2 1.3015 0.6870 0.1903
4.5960 -2.1360 2 2 0.8780 0.4635 0.1654
4.5960 -2.1860 2 2 0.7533 0.3978 0.1293
